order_id,order_date,year,month,region,state,customer_id,customer_age,customer_income,customer_segment,product_category,sales_channel,payment_method,unit_price,quantity,discount_rate,shipping_cost,sales_amount,profit,profit_margin,customer_rating,return_flag,delivery_days,marketing_spend,ad_clicks,website_visits,employee_id
40307,2023-09-07,2023,9,Midwest,WI,122966,44,51821.82,Retiree,Electronics,In Store,Debit Card,186.55,2,0.424,0.0,214.91,35.09,0.163,3.8,0,0,65.24,8,19,1139
40308,2021-02-23,2021,2,South,TX,103180,37,61265.26,Young Professional,Books,Online,Debit Card,33.9,2,0.043,8.86,73.74,24.73,0.335,2.9,0,4,81.77,14,29,1029
40309,2021-12-24,2021,12,West,WA,122281,37,61202.28,Young Professional,Sports,Mobile App,Cash,215.36,2,0.074,6.76,405.61,147.8,0.364,3.6,0,5,7.82,1,14,1042
40310,2023-10-31,2023,10,West,AZ,123323,41,47301.04,Young Professional,Groceries,Online,Credit Card,48.41,1,0.044,1.1,47.38,7.78,0.164,2.5,0,5,28.92,5,22,1006
40311,2022-02-22,2022,2,South,TX,114706,37,78571.28,Retiree,Books,In Store,Debit Card,72.05,4,0.033,3.07,281.76,55.54,0.197,4.5,0,0,93.67,11,26,1138
40312,2023-09-13,2023,9,West,AZ,112308,43,29427.11,Business,Clothing,Online,Credit Card,48.77,4,0.147,17.46,183.86,78.21,0.425,4.2,0,5,6.67,0,18,1130
40313,2021-11-02,2021,11,South,FL,106310,38,38897.24,Student,Beauty,Online,Debit Card,5.0,2,0.034,10.23,19.89,5.92,0.298,4.5,0,3,61.87,7,16,1131
40314,2023-02-03,2023,2,Midwest,WI,128162,51,47954.87,Business,Beauty,Mobile App,Credit Card,66.16,1,0.155,8.77,64.68,21.52,0.333,5.0,0,4,67.29,6,27,1075
40315,2023-04-21,2023,4,Midwest,WI,127038,35,42626.96,Young Professional,Books,Online,Credit Card,34.85,2,0.068,11.16,76.12,23.85,0.313,3.7,0,4,116.11,8,26,1092
40316,2024-05-25,2024,5,South,NC,106128,38,47533.01,Family,Electronics,Online,Credit Card,90.97,5,0.187,7.65,377.44,52.23,0.138,5.0,0,7,56.42,9,21,1109
40317,2022-09-24,2022,9,South,FL,114839,48,46881.59,Business,Clothing,Online,PayPal,33.25,5,0.127,5.93,151.07,27.81,0.184,3.5,0,10,48.14,6,17,1034
40318,2022-11-25,2022,11,Midwest,MI,106562,55,66295.48,Young Professional,Sports,Online,Credit Card,87.32,2,0.072,11.09,173.16,54.62,0.315,3.8,0,6,57.34,13,33,1126
40319,2025-08-20,2025,8,West,OR,109567,58,60722.62,Family,Sports,In Store,Credit Card,56.22,5,0.205,,223.78,91.86,0.411,3.4,1,0,70.76,7,23,1018
40320,2023-02-18,2023,2,Midwest,WI,115480,35,35498.02,Business,Groceries,Mobile App,Credit Card,13.88,5,0.046,9.85,76.06,33.69,0.443,,0,6,42.43,2,19,1136
40321,2023-08-06,2023,8,Midwest,OH,120751,52,45496.87,Young Professional,Electronics, Online ,Cash,127.24,1,0.333,18.19,103.06,35.39,0.343,4.7,0,4,62.94,11,27,1129
40322,2024-01-17,2024,1,Northeast,NJ,125958,54,19247.67,Retiree,Electronics,Mobile App,Gift Card,148.89,8,0.105,6.94,1072.99,355.31,0.331,4.0,0,5,38.03,3,17,1141
40323,2021-09-25,2021,9,West,OR,127102,38,37490.71,Family,Groceries,Mobile App,Cash,129.46,2,0.149,3.23,223.57,62.27,0.279,4.6,0,6,63.86,6,20,1008
40324,2025-10-29,2025,10,West,CO,112170,42,35819.35,Business,Clothing,In Store,Cash,35.49,3,0.044,0.0,101.79,47.79,0.47,3.8,1,0,72.74,8,25,1097
40325,2024-12-13,2024,12,South,VA,101398,22,52655.52,Young Professional,Furniture,In Store,Credit Card,349.36,3,0.255,0.0,780.82,143.47,0.184,3.0,0,0,103.74,15,29,1006
40326,2023-04-30,2023,4,West,AZ,110710,62,74215.73,Business,Furniture,Online,Debit Card,452.27,6,0.04,8.5,2613.58,625.18,0.239,2.5,0,8,72.62,6,24,1144
40327,2024-09-03,2024,9,West,OR,102846,18,33471.77,Family,Sports,Online,PayPal,27.22,2,,10.33,45.93,14.29,0.311,,0,3,18.07,2,16,1058
40328,2022-12-25,2022,12,West,CO,127180,49,35175.36,Business,Groceries,Online,,16.3,5,0.174,,78.87,18.1,0.23,3.9,0,4,9.93,0,15,1112
40329,2023-01-29,2023,1,Midwest,MN,129106,31,55949.8,Student,Sports,Mobile App,Credit Card,135.22,2,0.005,15.35,284.44,38.03,0.134,4.1,0,3,92.53,10,28,1065
40330,2023-08-09,2023,8,South,NC,113694,32,88113.15,Retiree,Beauty,In Store,Debit Card,43.65,5,0.071,0.0,202.75,36.87,0.182,4.4,0,0,34.47,2,17,1069
40331,2024-05-13,2024,5,Northeast,NJ,114625,48,42134.72,Family,Furniture,Third Party,Cash,975.42,4,0.368,4.93,2470.79,420.78,0.17,5.0,0,7,23.7,0,15,1136
40332,2021-05-31,2021,5,West,OR,122945,48,62698.5,Family,Books,Online,Debit Card,53.24,2,0.155,12.74,102.72,35.92,0.35,3.9,0,6,109.78,7,29,1142
40333,2023-04-12,2023,4,West,CA,114104,28,31581.63,Retiree,Books,In Store,Credit Card,19.61,2,0.067,0.0,36.59,9.19,0.251,4.1,0,0,104.63,17,30,1052
40334,2025-07-12,2025,7,South,VA,121810,37,42459.2,Family,Groceries,Mobile App,Credit Card,19.19,3,0.366,11.76,48.26,12.7,0.263,,0,9,37.19,5,24,1044
40335,2022-04-25,2022,4,Midwest,IL,120070,37,71584.74,Young Professional,Sports,Online,Credit Card,59.1,4,0.186,4.16,196.59,51.34,0.261,4.6,0,2,24.43,3,19,1092
40336,2023-11-01,2023,11,South,VA,102273,30,23275.26,Family,Groceries,Online,Credit Card,32.51,2,0.215,10.35,61.39,25.1,0.409,4.3,0,8,27.12,7,22,1142
40337,2021-10-12,2021,10,Midwest,MN,125980,52,66602.55,Young Professional,Groceries,In Store,Debit Card,21.12,8,0.058,3.29,162.45,51.55,0.317,4.6,0,0,26.19,1,24,1027
40338,2025-11-11,2025,11,Midwest,MN,117388,44,55454.75,Retiree,Groceries,In Store,PayPal,43.79,3,0.325,0.0,88.67,31.28,0.353,3.7,0,0,41.37,4,18,1077
40339,2021-10-28,2021,10,South,NC,124720,64,42426.4,Young Professional,Furniture,Online,Credit Card,307.45,2,0.106,11.79,561.51,136.78,0.244,4.0,0,9,11.93,2,18,1055
40340,2023-09-05,2023,9,Northeast,NY,113773,20,55586.02,Young Professional,Sports,Mobile App,Credit Card,284.94,4,0.242,11.68,875.62,202.11,0.231,4.8,0,5,89.59,12,32,1011
40341,2024-09-19,2024,9,West,WA,109888,31,26056.51,Business,Sports,Mobile App,Debit Card,103.51,4,0.059,3.72,393.33,144.0,0.366,4.1,0,5,46.25,14,28,1125
40342,2023-03-18,2023,3,Midwest,WI,122304,46,40881.72,Family,Groceries,Online,Credit Card,5.0,6,0.115,14.54,41.09,6.41,0.156,5.0,0,8,35.25,5,17,1046
40343,2022-03-28,2022,3,West,CO,124242,30,36207.9,Business,Clothing,Mobile App,Cash,28.16,5,0.033,17.23,153.38,53.26,0.347,4.0,0,4,18.05,2,23,1029
40344,2025-08-02,2025,8,South,TX,126240,38,27105.33,Business,Beauty,Online,Debit Card,61.8,5,0.472,6.52,169.67,49.46,0.292,3.4,1,6,35.35,5,16,1123
40345,2022-04-28,2022,4,Midwest,IL,103238,32,66454.57,Young Professional,Groceries,Online,Credit Card,37.09,2,0.123,6.28,71.34,21.47,0.301,4.9,0,5,29.78,4,25,1001
40346,2024-09-08,2024,9,Midwest,MI,105776,43,31598.3,Student,Electronics,In Store,Credit Card,82.17,4,0.112,2.09,293.96,80.76,0.275,4.1,0,0,22.66,4,22,1006
40347,2024-11-14,2024,11,West,AZ,119984,37,20907.09,Student,Books,Mobile App,Gift Card,39.08,3,0.097,7.16,113.03,56.11,0.496,3.9,0,3,59.4,10,25,1110
40348,2022-06-05,2022,6,South,FL,106463,32,46399.91,Family,Beauty,Online,Gift Card,133.23,2,0.252,15.43,214.74,32.93,0.153,4.2,0,2,44.54,6,20,1090
40349,2021-06-28,2021,6,Midwest,MI,113244,49,65903.77,Business,Groceries,Online,Credit Card,14.57,3,0.179,15.1,50.99,16.14,0.317,,0,6,3.93,0,15,1036
40350,2024-03-29,2024,3,Northeast,NY,114914,26,68342.07,Retiree,Sports,Online,PayPal,15.46,3,0.109,15.14,56.46,13.94,0.247,3.0,0,4,20.42,2,16,1115
40351,2025-07-27,2025,7,South,GA,107222,63,58528.68,Young Professional,Books,Online,PayPal,7.5,7,0.092,10.68,58.35,18.78,0.322,4.0,0,3,62.76,10,28,1098
40352,2021-09-24,2021,9,Midwest,MN,105620,29,23322.34,Family,Furniture,In Store,Credit Card,538.59,3,0.228,3.38,1250.75,412.18,0.33,3.1,0,0,52.65,7,27,1124
40353,2023-12-30,2023,12,Midwest,WI,106953,35,32799.37,Student,Sports,Online,Credit Card,77.31,1,0.096,13.33,83.22,32.26,0.388,4.0,0,6,47.54,6,22,1142
40354,2021-07-06,2021,7,South,FL,113030,68,30434.16,Family,Sports,Online,PayPal,207.93,2,0.006,6.84,420.2,125.61,0.299,5.0,0,6,75.03,13,28,1114
40355,2024-12-07,2024,12,South,FL,122889,31,,Student,Clothing,Third Party,Credit Card,50.89,3,0.042,3.91,150.17,27.36,0.182,4.6,0,5,42.78,7,26,1060
40356,2023-12-20,2023,12,South,TX,119918,38,29076.06,Family,Electronics,Mobile App,Debit Card,317.69,3,0.034,13.56,934.23,279.1,0.299,5.0,0,5,43.18,4,24,1084
40357,2025-08-18,2025,8,West,OR,109869,59,42382.28,Business,Electronics,In Store,Debit Card,401.9,3,0.305,2.42,840.38,330.32,0.393,1.3,1,0,43.97,7,26,1118
40358,2022-05-09,2022,5,South,FL,102869,46,46489.65,Retiree,Groceries,Mobile App,PayPal,14.95,2,0.175,8.14,32.81,9.31,0.284,4.2,0,6,43.33,3,16,1092
40359,2024-08-26,2024,8,West,WA,100625,40,52172.6,Business,Sports,Mobile App,PayPal,119.6,4,0.174,5.38,400.54,91.43,0.228,3.9,0,2,63.92,7,13,1084
40360,2025-05-12,2025,5,Northeast,CT,129548,20,25609.05,Family,Electronics,Third Party,Debit Card,450.27,4,0.255,2.35,1344.15,234.29,0.174,4.1,0,7,12.1,3,20,1072
40361,2021-03-09,2021,3,Midwest,MN,119961,40,58699.14,Family,Clothing,Online,PayPal,44.8,3,0.101,16.43,137.26,44.97,0.328,5.0,0,3,44.14,6,22,1072
40362,2024-03-04,2024,3,Northeast,NY,106576,32,85149.88,Family,Books,In Store,Debit Card,20.26,3,0.141,4.48,56.69,11.41,0.201,4.3,0,0,12.25,1,14,1018
40363,2024-02-23,2024,2,Midwest,MI,100198,24,29970.59,Student,Clothing,Mobile App,Credit Card,80.47,2,0.08,9.16,157.22,54.89,0.349,3.6,0,2,44.01,5,13,1059
40364,2025-03-14,2025,3,West,CO,108767,52,52198.71,Young Professional,Beauty,Online,PayPal,33.24,2,0.409,15.62,54.91,20.72,0.377,3.7,0,6,86.17,11,25,1121
40365,2024-10-21,2024,10,West,OR,108306,48,52153.19,Business,Furniture,Mobile App,Cash,209.09,3,0.225,5.3,491.43,103.77,0.211,3.5,0,5,31.66,3,22,1067
40366,2025-10-01,2025,10,South,TX,111651,35,64817.26,Family,Furniture,Mobile App,PayPal,605.78,6,0.223,8.03,2832.18,1074.23,0.379,2.1,0,4,19.47,3,21,1022
40367,2021-02-10,2021,2,South,NC,107356,29,28064.63,Business,Groceries,Online,Credit Card,21.81,2,0.045,20.46,62.12,20.25,0.326,4.0,0,2,14.25,3,22,1071
40368,2025-01-05,2025,1,South,TX,114172,42,86045.31,Business,Clothing,Online,Credit Card,135.92,3,0.225,,336.57,120.95,0.359,3.4,1,4,16.32,2,12,1018
40369,2024-02-25,2024,2,South,NC,124800,27,68887.13,Family,Beauty,Online,PayPal,115.87,3,0.157,8.66,301.7,25.26,0.084,4.5,0,4,5.65,0,10,1123
40370,2022-12-14,2022,12,Northeast,CT,100161,59,34687.93,Young Professional,Clothing,In Store,Cash,86.92,4,0.069,4.65,328.34,109.8,0.334,4.4,0,0,79.12,11,24,1106
40371,2022-03-28,2022,3,South,FL,115146,26,109342.14,Retiree,Clothing,In Store,Debit Card,270.1,2,0.151,1.61,460.24,156.27,0.34,3.5,0,0,14.69,0,16,1017
40372,2023-03-14,2023,3,South,TX,101722,49,33817.19,Student,Beauty,Online,Debit Card,25.73,1,0.153,19.36,41.15,11.12,0.27,3.7,0,4,40.55,5,20,1012
40373,2024-01-20,2024,1,Midwest,MI,122772,42,35123.62,Business,Electronics,In Store,PayPal,506.82,3,0.185,0.0,1239.17,459.92,0.371,4.2,0,0,25.11,1,14,1040
40374,2022-03-14,2022,3,Northeast,PA,122977,44,26339.94,Business,Groceries,Online,Credit Card,33.54,2,0.063,12.97,75.82,30.69,0.405,4.8,0,9,30.44,3,10,1142
40375,2023-08-25,2023,8,Midwest,WI,107462,34,102330.81,Young Professional,Sports,Online,Credit Card,88.14,3,0.136,9.55,238.01,54.93,0.231,3.0,0,1,24.03,7,27,1037
40376,2023-10-16,2023,10,South,GA,113062,64,58314.14,Business,Electronics,Online,Credit Card,170.84,3,0.09,10.86,477.25,77.16,0.162,4.2,0,7,26.78,4,16,1078
40377,2023-04-27,2023,4,Northeast,CT,123519,60,65641.44,Business,Groceries,Online,Credit Card,39.88,3,0.094,12.26,120.65,23.81,0.197,3.8,0,5,59.8,6,20,1091
40378,2023-08-23,2023,8,South,NC,106990,52,42593.85,Family,Electronics,Mobile App,Debit Card,341.01,2,0.393,9.65,423.64,66.65,0.157,4.2,0,3,35.37,6,20,1000
40379,2022-11-07,2022,11,Midwest,OH,119145,59,66427.99,Business,Sports,Online,Credit Card,66.65,3,0.182,16.93,180.49,8.43,0.047,4.6,0,4,24.9,4,25,1085
40380,2022-03-22,2022,3,Midwest,IL,108100,41,58284.82,Business,Electronics,Mobile App,Gift Card,124.54,3,0.035,6.19,366.73,135.23,0.369,5.0,0,6,76.15,15,29,1076
40381,2021-07-16,2021,7,West,AZ,100326,27,40288.31,Student,Clothing,Mobile App,Debit Card,219.2,3,0.087,9.68,610.07,171.8,0.282,4.4,0,2,59.77,8,24,1010
40382,2023-10-21,2023,10,South,VA,122270,18,24731.45,Family,Beauty,Online,Credit Card,91.51,3,0.676,14.94,103.89,9.97,0.096,4.7,0,4,66.2,8,17,1085
40383,2023-03-08,2023,3,Midwest,WI,117040,35,49405.31,Young Professional,Electronics,Online,Credit Card,75.66,4,0.179,11.87,260.34,87.37,0.336,3.5,0,5,12.91,5,18,1082
40384,2022-09-12,2022,9,West,CO,108547,43,93645.55,Student,Sports,In Store,Credit Card,53.99,3,0.048,3.12,157.32,60.85,0.387,4.0,0,0,14.21,1,16,1107
40385,2021-10-08,2021,10,Midwest,WI,118156,22,125648.77,Family,Electronics,In Store,Cash,293.34,8,0.161,0.95,1969.85,-4.58,-0.002,4.6,0,0,102.09,15,30,1125
40386,2022-12-04,2022,12,West,AZ,102852,42,75600.89,Student,Electronics,In Store,Credit Card,194.54,5,0.155,3.23,825.16,161.51,0.196,4.0,0,0,153.71,19,36,1129
40387,2022-02-20,2022,2,South,FL,125213,45,76252.66,Retiree,Groceries,Third Party,Gift Card,21.04,2,0.008,2.87,44.61,8.64,0.194,3.1,0,7,42.76,4,19,1006
40388,2025-06-28,2025,6,Northeast,NJ,100233,30,73363.2,Young Professional,Sports,Third Party,PayPal,119.38,5,0.005,1.11,595.03,146.92,0.247,5.0,0,8,7.8,2,16,1086
40389,2023-08-08,2023,8,South,VA,119696,45,32067.85,Young Professional,Electronics,Mobile App,Cash,245.33,5,0.071,11.78,1151.34,150.68,0.131,4.5,0,1,84.99,14,26,1142
40390,2025-03-10,2025,3,Midwest,WI,108058,25,85353.0,Business,Electronics,In Store,Credit Card,194.53,1,0.097,0.46,176.12,50.03,0.284,3.4,1,0,41.62,7,16,1018
40391,2023-07-01,2023,7,Northeast,PA,106326,43,140814.76,Student,Furniture,In Store,Gift Card,1009.02,5,0.079,2.95,4649.49,953.83,0.205,4.3,0,0,39.75,9,20,1027
40392,2022-08-22,2022,8,Northeast,MA,109639,34,,Family,Books,Online,Credit Card,11.01,4,0.192,14.73,50.31,14.49,0.288,4.9,0,8,7.97,1,11,1077
40393,2024-04-17,2024,4,Midwest,MN,108217,18,42534.79,Family,Beauty,Mobile App,Credit Card,12.64,2,0.268,2.95,21.45,3.66,0.171,3.8,0,6,54.62,8,23,1093
40394,2024-01-22,2024,1,South,TX,110604,45,73772.99,Family,Electronics,Mobile App,Credit Card,99.64,2,0.016,7.85,203.94,77.54,0.38,2.8,0,6,60.83,4,20,1092
40395,2025-06-20,2025,6,West,AZ,108088,55,87460.04,Family,Electronics,Mobile App,PayPal,404.34,3,0.007,8.86,1213.39,608.56,0.502,3.4,0,6,21.36,1,8,1144
40396,2024-03-03,2024,3,West,CO,120549,25,70754.11,Family,Groceries,Online,Credit Card,24.75,3,0.218,16.32,74.38,14.55,0.196,4.5,0,5,81.08,5,21,1110
40397,2023-07-22,2023,7,Midwest,MI,129093,51,80096.95,Business,GROCERIES, Third Party ,Debit Card,54.04,4,0.316,2.77,150.62,49.64,0.33,3.1,0,5,27.58,2,22,1106
40398,2023-04-09,2023,4,South,NC,127014,27,41243.97,Young Professional,Beauty,In Store,Credit Card,29.55,5,0.186,4.25,124.52,31.18,0.25,4.6,0,0,31.94,4,22,1140
40399,2023-03-03,2023,3,Midwest,MI,124280,34,30853.2,Business,Groceries,Online,Cash,54.71,4,,15.24,217.89,26.83,0.123,3.6,0,3,51.77,9,28,1108
40400,2021-12-27,2021,12,South,NC,117027,48,36575.9,Business,Furniture,Online,Debit Card,211.74,2,0.081,4.55,393.73,112.33,0.285,3.5,0,5,114.15,18,34,1123
40401,2022-11-02,2022,11,West,AZ,103132,18,89008.66,Business,Electronics,In Store,Credit Card,483.75,5,0.139,2.69,2085.23,713.48,0.342,4.5,0,0,34.43,4,15,1100
40402,2025-06-18,2025,6,Northeast,NY,119579,57,69444.59,Student,Clothing,Mobile App,Debit Card,45.71,1,0.095,9.02,50.39,20.1,0.399,3.8,0,4,109.66,13,27,1140
40403,2023-02-23,2023,2,West,CA,115512,27,58022.43,Student,Clothing,Online,Cash,160.08,5,0.35,6.23,526.49,154.57,0.294,5.0,0,8,34.39,4,11,1030
40404,2025-09-29,2025,9,West,OR,121619,43,91240.64,Young Professional,Clothing,In Store,Cash,9.23,5,0.072,2.04,44.87,10.97,0.244,3.1,0,0,47.99,7,22,1093
40405,2025-01-03,2025,1,South,FL,121561,46,35246.6,Family,Groceries,Online,Cash,79.82,3,0.407,15.02,157.02,42.62,0.271,4.2,0,4,31.42,6,21,1072
40406,2024-01-28,2024,1,South,NC,125302,20,102841.14,Young Professional,Electronics,Mobile App,Credit Card,462.6,4,0.243,9.34,1410.09,239.73,0.17,2.9,1,8,126.51,8,18,1129
40407,2024-02-17,2024,2,South,TX,107860,29,48394.89,Family,Sports,Mobile App,PayPal,114.52,2,0.106,7.14,211.9,56.98,0.269,4.0,0,3,14.68,2,20,1074
40408,2023-02-22,2023,2,West,WA,113025,20,22044.04,Student,Books,Online,Credit Card,23.19,6,0.038,17.98,151.83,37.62,0.248,4.5,0,4,12.06,0,16,1018
40409,2021-01-30,2021,1,South,GA,108725,29,37796.87,Student,Books,In Store,Debit Card,8.16,5,0.139,0.0,35.13,7.93,0.226,4.2,0,0,17.94,2,15,1056
40410,2022-08-21,2022,8,Midwest,MN,105145,58,29588.3,Family,Beauty,Online,PayPal,26.33,5,0.102,8.94,127.16,36.17,0.284,3.5,0,5,42.94,8,22,1103
40411,2022-09-10,2022,9,South,TX,120279,35,102304.01,Young Professional,Sports,Mobile App,PayPal,204.55,2,0.181,4.61,339.66,109.22,0.322,4.6,0,3,56.38,15,26,1114
40412,2021-02-26,2021,2,Midwest,WI,127761,50,60301.38,Family,Beauty,In Store,Cash,72.03,2,0.04,1.47,139.77,49.81,0.356,4.0,0,0,183.78,22,44,1043
40413,2024-07-23,2024,7,West,CA,103731,18,40421.85,Business,Clothing,Mobile App,Debit Card,67.68,2,0.437,9.23,85.44,31.07,0.364,3.7,0,5,72.04,15,30,1036
40414,2022-04-17,2022,4,West,AZ,120601,41,,Family,Books,Mobile App,Credit Card,30.5,3,0.248,2.31,71.12,7.39,0.104,4.2,1,5,47.02,5,14,1031
40415,2025-03-05,2025,3,South,TX,106177,35,24524.77,Business,Clothing,Online,Debit Card,29.2,4,0.218,7.24,98.58,23.87,0.242,4.6,0,4,31.39,7,19,1141
40416,2025-01-02,2025,1,South,GA,106541,41,60545.46,Young Professional,Groceries,Online,Credit Card,141.15,3,0.124,12.87,383.81,99.16,0.258,4.1,0,3,39.56,6,20,1039
40417,2022-05-08,2022,5,West,OR,125943,36,29867.19,Family,Electronics,Online,Cash,280.89,4,0.181,10.14,930.34,273.06,0.294,5.0,0,4,14.96,1,15,1031
40418,2025-09-11,2025,9,Midwest,MI,129350,43,88828.84,Family,Furniture,Online,Credit Card,87.47,1,0.105,8.66,86.95,21.38,0.246,4.8,0,6,14.65,2,14,1071
40419,2021-05-12,2021,5,South,GA,111878,41,100475.74,Young Professional,Sports,In Store,Credit Card,381.05,2,0.147,1.75,651.82,253.84,0.389,3.1,0,0,81.82,9,24,1092
40420,2022-12-28,2022,12,South,GA,101600,31,66770.74,Family,Furniture,Mobile App,Debit Card,410.8,5,0.332,7.62,1379.69,442.38,0.321,5.0,0,7,13.18,4,17,1106
40421,2021-02-19,2021,2,South,NC,111430,40,67982.4,Family,Books,Mobile App,PayPal,19.7,5,0.478,5.32,56.74,15.2,0.268,3.9,0,4,35.41,5,17,1000
40422,2023-06-08,2023,6,Midwest,WI,114391,41,79184.53,Business,Furniture,In Store,Debit Card,285.43,2,0.433,2.54,326.22,113.29,0.347,4.3,0,0,90.26,10,16,1004
40423,2021-02-25,2021,2,South,VA,110278,39,79034.39,Business,Clothing,Online,Cash,56.66,5,0.029,11.31,286.39,93.09,0.325,3.6,0,3,24.21,7,23,1096
40424,2023-08-25,2023,8,Midwest,MI,115870,61,24927.33,Young Professional,Beauty,Online,Credit Card,51.96,2,0.103,15.2,108.42,29.51,0.272,3.8,0,5,18.69,3,19,1031
40425,2022-01-06,2022,1,Northeast,MA,117842,40,68338.03,Business,Clothing,Mobile App,Debit Card,84.09,5,0.124,6.93,375.24,64.99,0.173,2.7,0,7,28.93,5,19,1149
40426,2025-07-23,2025,7,Northeast,NJ,126630,34,68012.91,Business,Sports,In Store,Debit Card,45.79,3,0.107,3.24,125.91,29.48,0.234,4.2,0,0,8.02,1,13,1060
40427,2023-01-04,2023,1,Northeast,NJ,128366,46,60371.2,Young Professional,Electronics,Online,Debit Card,567.94,6,,19.9,3359.39,302.1,0.09,4.4,0,5,62.01,13,23,1040
40428,2022-11-26,2022,11,Northeast,CT,120087,57,60224.26,Family,Electronics,Mobile App,Cash,447.86,2,0.314,12.66,627.12,180.16,0.287,3.1,0,6,68.32,10,18,1074
40429,2024-12-04,2024,12,South,NC,125346,53,40327.72,Young Professional,Furniture,Online,Debit Card,320.06,3,0.238,11.17,742.83,138.58,0.187,4.4,0,3,74.6,6,22,1063
40430,2022-08-21,2022,8,South,TX,107505,29,21427.29,Student,Groceries,In Store,Credit Card,42.06,2,0.283,4.64,64.95,27.58,0.425,3.6,0,0,60.06,6,17,1134
40431,2021-09-13,2021,9,Northeast,NJ,115877,33,18300.63,Retiree,Electronics,In Store,Cash,501.68,4,0.028,2.29,1952.82,484.41,0.248,3.5,0,0,103.73,12,29,1084
40432,2024-11-04,2024,11,South,TX,118339,57,70988.44,Student,Groceries,Online,Cash,27.52,4,0.164,23.11,115.14,28.47,0.247,3.6,0,6,19.13,4,21,1125
40433,2022-03-11,2022,3,South,VA,126158,25,59486.51,Student,Sports,Online,Credit Card,33.13,5,0.176,18.84,155.34,40.43,0.26,2.5,0,9,84.13,4,23,1116
40434,2023-03-13,2023,3,Northeast,NY,105958,50,15678.42,Family,Beauty,In Store,,87.19,3,0.099,,238.15,86.42,0.363,3.9,0,0,53.8,10,21,1035
40435,2022-01-27,2022,1,Midwest,OH,113341,38,58502.19,Young Professional,Groceries,Online,Debit Card,64.39,4,0.126,17.13,242.24,53.39,0.22,3.4,0,4,39.52,9,28,1109
40436,2025-04-29,2025,4,South,NC,118070,40,45556.58,Family,Sports,Third Party,Debit Card,67.5,3,0.037,2.97,197.98,90.82,0.459,3.8,0,8,15.44,3,20,1016
40437,2021-08-27,2021,8,Northeast,MA,109173,39,46843.15,Student,Clothing,In Store,PayPal,42.32,7,0.077,0.85,274.28,75.97,0.277,3.9,1,0,34.43,6,21,1111
40438,2021-11-22,2021,11,Northeast,PA,116117,33,38341.55,Family,Clothing,Online,Credit Card,21.38,3,0.048,19.64,80.7,8.81,0.109,4.5,0,6,61.85,7,16,1107
40439,2021-07-04,2021,7,West,CO,124818,34,60747.3,Business,Beauty,In Store,Debit Card,77.23,3,0.02,4.5,231.56,62.01,0.268,5.0,0,0,38.27,4,14,1027
40440,2023-08-04,2023,8,South,VA,101652,39,40323.21,Young Professional,Furniture,Online,Debit Card,696.6,5,0.17,7.46,2898.35,845.41,0.292,3.9,1,9,56.01,6,16,1054
40441,2023-06-02,2023,6,Midwest,WI,121296,52,71485.94,Family,Sports,Online,PayPal,107.36,1,0.094,16.58,113.85,40.25,0.354,4.2,0,2,41.33,6,19,1031
40442,2023-04-30,2023,4,South,NC,116403,40,62666.92,Business,Beauty,Online,Credit Card,82.54,3,0.215,9.26,203.64,55.76,0.274,3.4,0,3,35.36,9,25,1074
40443,2025-10-05,2025,10,West,CO,111164,20,,Young Professional,Electronics,In Store,Credit Card,144.78,6,0.207,2.16,691.02,197.3,0.286,3.9,0,0,83.63,10,25,1113
40444,2021-08-30,2021,8,West,AZ,101343,46,81334.46,Family,Clothing,In Store,Debit Card,71.23,2,0.244,6.69,114.39,26.65,0.233,5.0,0,0,121.2,19,29,1115
40445,2024-07-28,2024,7,Midwest,IL,108713,63,108460.81,Business,Sports,Online,Credit Card,313.28,1,0.222,11.48,255.21,79.7,0.312,5.0,0,6,19.18,1,24,1025
40446,2024-02-06,2024,2,South,TX,116773,32,27000.19,Business,Books,In Store,Credit Card,37.24,2,0.097,0.0,67.26,23.91,0.355,3.6,0,0,52.33,8,24,1121
40447,2021-12-27,2021,12,South,TX,115193,24,25308.32,Retiree,Clothing,Mobile App,Credit Card,101.47,4,0.121,12.05,368.82,24.5,0.066,4.0,0,4,17.51,2,13,1024
40448,2024-12-08,2024,12,Northeast,CT,105398,41,22696.25,Retiree,Electronics,Mobile App,PayPal,174.58,2,0.201,13.13,292.11,69.4,0.238,4.7,0,3,64.32,7,16,1084
40449,2022-01-17,2022,1,West,CO,102672,18,38100.11,Business,Electronics,Mobile App,Credit Card,176.16,1,0.017,10.76,183.93,51.08,0.278,2.4,1,5,53.55,8,21,1030
40450,2021-01-03,2021,1,Midwest,OH,126843,38,46952.99,Family,Electronics,In Store,Credit Card,312.5,4,0.17,3.02,1040.52,342.72,0.329,4.9,0,0,3.46,1,11,1133
40451,2023-08-25,2023,8,Midwest,MI,125696,45,88218.28,Student,Sports,Online,Debit Card,54.36,3,0.228,16.16,142.06,36.05,0.254,3.4,1,6,10.2,0,19,1013
40452,2023-06-13,2023,6,West,AZ,110388,48,34796.38,Student,GROCERIES,Mobile App,PayPal,101.56,6,0.013,7.82,609.26,187.7,0.308,3.7,0,6,24.31,3,18,1095
40453,2022-06-09,2022,6,Northeast,CT,124530,54,51632.13,Retiree,Furniture, Online ,Debit Card,206.16,6,0.335,13.99,836.57,367.96,0.44,3.6,0,2,136.38,22,31,1123
